17,3,75,55,61,28,20,81,52,53,26,35,65,61,88,66,46,4,18,75,4,3,53,43,60,87,54,7,9,91,15,88,88,71,95,41,45,8,92,81,70,42,75,6,12,67,9,30,9,30,69,46,30,79,99,96,84,48,82,43,21,25,22,7,47,6,9,71,23,3,25,88,98,36,89,97,60,70,58,86,71,1,25,38,98,79,24,90,1,15,79,90,42,81,63,99,77,43,7,75
76,32,82,8,85,98,80,8,1,11,46,57,36,73,78,81,35,66,9,6,55,48,52,88,37,95,39,18,33,23,49,13,30,54,9,21,51,43,6,75,24,3,47,76,67,13,97,65,79,95,54,76,93,49,60,57,45,17,51,59,62,7,84,83,26,63,38,72,94,87,60,87,59,57,7,55,81,98,12,87,22,49,4,98,36,56,26,82,71,72,64,84,41,77,82,67,92,14,19,71
24,86,63,62,92,16,77,22,57,38,52,92,17,57,14,77,49,48,80,5,49,44,34,51,89,25,83,41,44,92,68,8,56,15,76,0,79,11,31,47,93,97,71,58,85,55,76,33,51,89,27,75,61,41,41,52,9,88,39,15,50,86,56,16,81,21,14,71,3,64,46,73,71,8,57,8,44,30,77,15,79,66,1,51,29,50,20,54,58,34,14,86,96,85,8,45,66,48,92,34
83,35,17,2,11,75,96,66,26,83,97,91,64,32,57,37,50,43,10,45,27,44,19,35,46,79,3,43,68,21,98,44,27,11,96,89,53,49,59,74,74,38,81,28,10,12,4,64,16,37,37,94,27,80,15,34,2,0,17,65,74,66,15,31,38,49,44,54,20,65,22,45,98,84,91,28,60,2,95,73,8,45,93,95,71,58,65,99,54,53,41,93,99,89,29,22,19,74,33,89
21,62,26,32,21,50,1,95,11,36,11,51,51,45,78,60,26,9,73,20,93,40,29,91,82,35,41,86,6,55,62,7,40,52,89,42,98,1,43,91,40,9,56,57,71,80,85,20,27,21,66,28,26,94,33,16,92,37,82,21,91,15,14,88,2,42,20,53,12,12,88,60,12,15,81,33,23,92,10,79,70,72,85,91,0,92,15,35,93,61,4,41,23,77,25,8,10,98,36,24
73,5,6,34,95,60,63,43,33,93,4,9,24,34,4,63,84,91,43,52,54,53,50,33,15,14,25,3,48,48,55,9,48,81,15,25,91,95,95,63,72,69,77,73,69,84,93,86,51,11,34,28,4,30,78,89,75,66,53,71,30,86,70,89,78,18,78,47,34,56,45,20,41,27,92,1,77,61,89,55,26,99,41,38,81,15,82,91,28,80,45,17,72,80,16,92,7,72,87,19
65,29,84,32,88,88,76,97,74,77,56,87,20,72,88,38,48,69,78,72,65,23,71,77,51,5,38,2,88,36,2,23,54,63,68,90,94,29,34,76,68,95,44,46,93,97,15,61,25,16,64,91,92,5,72,24,56,60,52,49,7,29,95,96,7,66,70,27,97,51,3,8,28,15,62,82,24,54,42,86,95,10,86,84,33,58,53,52,90,9,56,39,20,66,76,94,18,49,69,8
61,41,22,86,62,32,80,67,78,16,7,54,61,42,15,44,13,62,25,21,50,31,69,6,57,56,4,82,39,34,1,86,27,68,75,28,70,20,69,51,82,26,44,99,95,21,25,29,48,93,38,73,45,88,95,40,36,95,91,12,74,37,67,54,34,32,98,62,17,74,76,2,30,19,77,64,13,23,85,97,79,98,3,90,15,10,19,16,6,66,20,59,76,56,32,74,75,38,15,20
87,55,54,9,39,79,12,66,95,76,71,52,90,72,6,30,83,77,71,82,44,82,23,35,11,55,75,97,58,32,79,68,86,22,76,17,16,6,76,49,79,99,26,91,2,61,73,50,61,24,80,74,44,12,96,82,56,62,7,62,59,37,73,80,18,98,6,69,66,80,3,64,37,30,10,54,86,24,46,96,48,72,35,23,89,52,58,93,97,91,51,11,15,37,13,45,95,77,11,52
57,48,19,54,72,49,66,60,6,61,70,82,25,95,59,68,12,70,50,90,25,33,18,56,46,19,11,62,90,80,53,14,3,98,88,10,49,6,85,44,24,42,80,67,3,81,67,97,83,47,65,71,43,38,74,0,99,91,31,97,23,71,81,14,19,27,96,14,86,28,40,93,41,91,74,66,76,31,37,88,2,20,82,69,93,94,81,23,3,0,54,95,35,41,81,37,43,81,55,70
68,46,70,55,50,30,98,70,65,12,80,82,45,13,51,17,19,91,81,43,73,41,61,94,29,50,9,70,96,89,96,93,28,23,70,77,94,5,27,73,77,41,47,39,77,17,58,48,78,62,16,74,46,80,55,14,91,52,16,36,93,27,94,2,91,49,17,38,37,60,74,96,54,11,24,50,75,87,42,40,23,7,37,85,3,13,64,89,82,3,50,57,94,7,55,58,30,62,87,55
73,49,49,42,55,58,89,64,20,25,5,33,23,78,19,30,55,66,17,45,18,63,50,24,65,6,70,46,52,1,31,81,48,32,20,46,69,75,91,85,81,23,79,80,63,59,74,11,35,38,38,51,63,68,87,68,14,18,36,84,11,88,90,62,99,95,33,0,25,67,21,64,85,11,42,97,69,95,81,55,25,99,41,72,82,90,85,52,26,79,14,83,10,21,74,12,96,56,27,63
71,29,15,37,1,16,78,29,12,97,76,52,75,62,55,49,7,9,50,73,23,59,88,13,43,67,18,29,78,14,36,56,34,64,55,62,31,69,2,58,13,61,12,42,98,35,43,32,69,58,17,17,73,56,91,6,56,22,27,35,2,43,29,43,1,18,50,79,64,42,25,96,2,85,90,13,48,7,42,13,49,61,30,50,95,62,87,55,46,16,42,97,21,78,52,58,50,25,22,55
27,79,19,40,12,80,83,70,84,23,18,22,42,87,55,7,27,40,22,90,54,32,21,57,34,92,15,0,77,16,27,55,98,38,71,51,61,41,12,63,36,74,45,30,93,86,33,76,35,3,65,94,11,64,21,14,79,52,20,12,97,1,52,54,73,41,88,43,76,86,1,65,17,32,38,76,13,97,24,35,62,72,45,47,30,41,56,9,54,85,26,88,73,3,2,58,95,31,76,90
74,56,99,79,58,85,55,61,62,41,66,25,69,77,5,29,20,22,71,45,66,51,57,70,85,57,41,12,57,72,25,17,93,10,22,23,93,33,0,68,48,8,13,53,30,72,5,47,76,46,79,59,51,46,84,35,59,65,38,46,94,25,48,95,88,80,75,21,64,8,16,20,82,89,19,90,92,24,52,7,4,32,31,42,53,28,26,65,52,41,76,37,36,78,53,82,95,28,70,50
99,47,12,13,79,60,94,56,42,21,28,36,99,97,34,93,86,84,66,97,94,16,13,74,16,40,37,61,42,98,48,50,73,83,8,75,87,76,31,51,63,45,77,63,19,89,86,93,92,63,62,19,42,14,58,63,78,9,99,43,25,58,15,92,19,29,57,91,7,73,14,96,22,17,12,45,40,61,58,70,95,41,89,68,79,70,65,56,73,88,8,22,71,51,37,53,49,75,63,89
21,47,51,79,50,5,55,60,55,84,83,82,68,23,16,38,57,24,65,9,30,43,28,13,64,92,60,5,16,48,24,22,81,90,27,19,81,69,85,10,68,86,51,23,14,67,90,67,27,44,63,28,53,32,89,62,95,14,46,7,63,0,31,44,56,94,52,4,74,33,80,99,85,32,56,88,66,30,37,86,74,81,88,76,27,77,96,99,64,84,90,85,60,41,13,51,90,19,32,36
84,93,17,10,96,56,98,55,86,82,45,30,63,3,10,48,83,54,1,65,68,69,98,98,44,53,39,33,34,4,87,96,81,28,13,87,96,17,13,69,89,77,15,37,54,43,67,34,40,31,85,2,50,24,62,25,58,46,41,56,90,38,13,75,51,22,87,93,51,14,18,45,34,43,48,30,26,28,65,30,19,10,80,9,55,87,50,90,75,24,38,30,53,40,72,57,69,91,37,44
31,58,75,50,15,44,10,81,62,51,11,21,39,37,66,52,77,60,71,21,49,20,17,59,11,17,4,59,89,0,12,29,50,90,35,4,1,29,50,63,10,51,50,18,86,87,50,35,36,30,53,17,48,30,29,21,9,92,34,16,20,42,72,79,46,93,20,77,69,44,52,27,83,2,79,85,13,98,19,91,75,18,37,69,15,39,88,84,17,70,36,71,20,64,53,30,57,30,84,21
33,97,26,64,28,55,59,12,33,66,9,24,45,55,74,22,43,11,90,97,78,37,30,77,15,95,79,48,72,32,66,76,82,21,34,13,36,10,67,98,7,96,36,23,29,72,63,23,59,79,32,44,60,76,85,66,70,13,72,40,86,88,88,20,42,6,94,50,46,56,79,29,87,59,58,42,99,34,9,12,33,67,52,80,84,37,39,60,47,70,97,97,79,63,56,4,58,24,36,73
12,76,98,58,28,91,60,18,59,26,96,32,74,27,26,97,16,32,48,36,35,30,13,59,63,77,10,67,23,46,30,89,37,9,7,15,53,56,20,40,1,66,49,25,31,99,77,49,17,31,69,0,46,2,77,4,28,20,29,33,11,95,30,20,58,37,73,0,0,0,80,27,77,82,24,71,42,93,60,12,74,93,47,53,80,21,94,34,89,52,33,89,63,46,55,87,44,11,22,52
2,85,81,65,15,72,30,79,9,59,80,63,69,14,24,84,41,94,94,2,56,45,44,20,5,96,22,94,25,60,81,93,99,92,39,2,39,94,53,91,60,88,47,34,77,19,77,50,37,12,54,59,11,24,56,30,66,99,5,91,7,27,68,20,17,45,18,90,60,3,17,93,50,84,44,73,85,82,95,12,0,22,62,20,17,31,51,62,32,56,45,2,2,90,2,34,22,32,54,28
23,97,17,18,33,70,34,56,99,66,49,1,41,82,38,21,39,3,1,68,4,34,14,45,63,15,9,83,72,18,85,80,37,81,48,66,2,40,52,87,54,66,62,21,95,84,9,24,31,34,93,68,97,95,30,91,4,13,98,75,45,37,78,9,19,99,69,54,2,60,68,45,11,41,43,41,69,87,68,0,36,17,64,64,99,2,56,72,53,7,22,0,60,80,82,24,96,39,9,56
82,64,19,82,16,5,23,21,11,91,7,96,46,39,6,89,96,16,4,15,46,78,53,40,41,25,75,88,27,85,10,32,9,76,6,48,46,20,45,68,70,99,58,68,70,93,54,20,6,22,62,0,61,18,70,79,41,98,9,79,71,20,22,35,14,13,66,7,90,88,29,63,60,32,70,45,91,23,15,46,70,83,61,25,84,42,2,90,44,12,33,46,70,31,81,18,15,21,90,90
45,24,11,57,19,76,84,71,36,51,58,1,63,11,26,97,74,31,75,42,96,37,52,41,7,22,29,10,16,15,44,68,59,58,47,60,7,47,14,36,37,53,97,52,71,91,9,43,64,22,63,43,91,17,49,42,57,25,95,22,45,97,92,51,70,74,12,2,25,69,17,98,11,49,68,62,84,74,34,53,51,72,43,52,11,61,28,19,78,28,28,58,99,30,9,91,23,66,10,25
80,79,19,16,79,64,50,21,51,3,59,33,39,41,16,6,70,92,95,88,51,70,58,36,16,5,59,89,79,98,63,38,0,28,41,67,55,19,77,47,41,92,50,24,77,84,43,42,60,88,22,53,41,95,9,44,70,93,32,80,57,17,99,96,58,59,17,12,7,68,21,3,46,94,86,88,43,73,58,67,28,29,39,12,9,16,37,36,45,67,1,60,24,30,46,39,27,28,52,8
86,37,55,35,90,96,47,33,79,52,75,62,64,48,19,67,37,16,7,41,86,89,37,56,0,77,68,73,6,91,21,85,40,1,78,31,1,52,17,96,4,95,24,17,41,7,58,38,53,11,89,77,46,86,75,84,46,88,17,67,35,55,94,7,37,5,79,55,83,4,17,59,35,83,42,50,68,62,37,95,51,6,23,28,6,59,76,32,48,29,34,23,17,85,65,4,83,27,61,54
35,80,45,43,53,48,54,44,97,47,11,89,12,83,63,8,52,5,10,36,88,91,1,93,79,86,33,89,68,37,56,78,40,67,40,53,4,1,35,2,55,58,88,54,59,9,80,63,10,6,28,76,27,45,1,34,39,33,81,80,12,4,28,66,65,31,65,70,92,61,13,23,71,67,84,3,33,50,77,75,28,75,58,98,51,78,26,91,48,62,57,15,1,54,60,83,57,34,17,58
64,40,79,15,95,33,17,56,77,95,16,77,42,49,85,66,91,38,89,57,60,52,91,90,69,92,30,1,55,99,43,35,60,11,33,13,92,18,26,98,18,51,33,4,34,80,92,20,53,50,42,61,36,98,11,76,9,6,8,57,3,75,61,74,57,24,81,97,0,52,38,60,50,27,84,93,5,53,11,48,66,9,13,91,88,72,31,23,32,86,51,7,44,73,21,53,15,65,56,29
9,70,77,94,19,38,86,3,60,28,77,40,30,99,14,66,25,34,11,89,31,9,8,48,88,20,20,78,76,21,36,80,73,28,44,83,55,77,16,71,44,3,8,66,92,82,53,90,57,49,3,10,58,57,32,77,72,37,21,32,34,83,64,74,63,1,67,67,62,26,13,46,59,59,97,35,65,14,86,78,17,97,78,89,11,87,39,39,25,27,90,38,80,63,10,67,53,29,42,87
61,17,39,11,64,95,99,8,23,44,38,6,98,98,59,78,80,72,48,65,76,50,59,6,53,25,28,87,5,72,26,60,42,71,8,30,88,74,95,60,38,56,73,95,88,59,48,67,67,25,40,40,48,72,24,6,23,94,3,72,2,55,99,59,54,59,50,23,41,72,20,32,65,31,50,47,10,98,85,71,22,39,63,25,40,41,51,70,85,64,68,18,67,58,77,44,95,86,44,78
31,17,72,65,62,44,7,58,36,26,37,12,75,33,99,32,40,0,90,64,37,54,40,27,27,76,79,95,52,3,37,72,14,25,43,58,97,9,98,4,96,24,63,78,99,49,18,13,28,58,24,43,76,71,42,40,89,99,98,75,54,47,42,83,36,30,33,88,40,28,82,14,93,62,35,7,64,22,56,66,35,7,2,60,52,60,76,38,89,33,2,47,40,34,37,24,23,84,32,36
79,27,67,91,55,11,87,0,12,52,7,92,1,29,23,45,5,3,47,73,70,21,29,83,90,50,1,22,20,97,79,2,59,48,96,39,2,12,22,38,74,34,6,11,90,25,49,3,42,26,59,25,30,9,95,5,24,70,58,13,10,81,46,77,91,78,49,52,79,50,9,24,3,63,4,14,99,11,76,69,10,2,82,70,65,1,48,0,78,31,10,61,57,3,26,37,76,77,85,68
33,7,5,69,16,22,42,45,21,58,61,35,79,78,61,32,33,0,34,35,8,83,43,72,66,48,18,83,47,21,64,99,54,78,0,43,48,12,47,76,55,82,57,32,28,89,17,55,40,38,72,96,7,11,80,27,43,97,17,32,30,34,75,18,87,63,95,4,51,88,41,54,56,25,5,55,9,15,24,51,39,73,95,57,92,88,57,24,73,59,19,74,22,83,65,17,42,30,51,99
35,43,28,29,63,66,19,82,45,79,68,79,20,68,30,76,55,68,9,78,86,93,7,34,23,40,21,60,64,46,86,22,15,98,4,10,16,1,36,74,22,31,63,70,35,66,29,83,53,84,42,51,99,25,68,64,43,31,29,46,79,9,74,83,17,72,6,3,91,11,59,94,23,47,15,79,35,35,86,27,26,95,47,72,57,86,21,55,10,17,41,62,36,78,87,16,23,5,7,21
86,8,33,46,19,80,30,21,81,94,87,89,39,70,10,78,19,48,25,45,61,61,59,75,77,10,10,43,93,54,32,5,82,63,7,99,96,30,30,43,29,56,84,74,60,77,30,64,69,19,72,64,14,98,5,89,80,28,20,79,26,89,73,62,71,93,64,5,94,88,44,73,55,24,3,59,88,97,56,53,20,87,83,62,64,36,99,97,83,65,95,40,87,91,97,81,19,48,99,58
1,91,37,44,90,20,37,79,35,58,90,19,15,66,96,75,15,0,64,78,10,19,82,15,84,10,55,36,35,38,41,20,88,98,78,36,57,74,33,2,54,21,22,91,68,92,61,34,69,62,96,47,86,2,74,93,42,64,32,27,61,91,55,62,46,26,63,63,96,40,0,62,3,96,20,91,32,70,14,28,63,45,91,58,68,40,86,3,18,0,99,92,87,0,85,28,35,28,53,51
97,76,94,79,45,38,88,55,20,15,34,29,53,29,0,37,22,98,61,54,22,54,33,8,69,38,2,36,53,48,70,26,48,61,54,38,33,70,26,12,9,31,15,27,83,51,9,51,55,54,71,72,74,63,4,23,9,48,12,93,61,35,31,11,50,73,43,89,54,27,40,28,98,53,6,3,8,18,78,13,8,83,22,13,80,24,52,1,14,17,62,47,80,94,9,82,45,54,62,85
21,57,91,21,96,78,60,71,43,30,80,72,93,21,96,14,51,15,18,59,68,75,63,26,84,6,90,99,11,35,24,34,67,94,69,29,74,80,34,59,4,77,82,31,52,8,20,78,37,38,50,7,5,10,28,94,85,27,90,54,38,18,99,10,32,61,69,63,27,34,11,65,47,37,52,34,59,76,8,16,53,77,63,31,74,34,76,52,86,11,47,89,1,47,12,12,19,47,19,21
48,10,42,87,73,47,49,38,1,76,26,44,27,76,63,92,8,30,9,91,44,48,52,0,20,10,42,70,68,87,91,18,27,80,4,40,4,8,75,89,1,74,14,0,31,15,90,17,64,80,72,10,60,54,26,17,63,89,44,35,65,18,79,92,39,30,25,90,13,63,80,64,20,85,84,75,91,43,87,18,36,71,58,80,63,4,14,39,27,67,25,83,44,20,91,19,74,76,66,70
97,84,93,83,18,27,46,76,58,89,84,28,93,87,29,43,69,42,0,6,57,11,72,93,56,29,63,51,54,41,51,65,86,69,31,72,83,96,94,55,38,4,94,69,58,59,57,82,61,76,23,12,82,60,39,19,3,25,50,45,63,99,41,34,34,73,12,94,90,48,1,67,19,40,54,8,44,13,1,31,19,49,90,32,91,10,22,34,14,58,91,10,4,81,84,89,79,23,36,59
24,16,50,47,26,24,77,11,43,90,53,83,19,23,64,55,16,29,46,80,66,99,21,38,54,75,48,14,98,68,79,28,37,46,13,96,44,34,51,42,79,5,74,43,11,60,33,42,37,27,9,34,1,59,42,32,67,51,69,59,17,7,88,33,80,85,99,44,67,43,22,52,65,12,22,33,48,52,25,46,78,10,52,4,78,6,94,71,45,7,82,26,14,76,98,20,74,90,40,34
18,38,79,40,73,33,13,80,75,66,64,53,94,13,92,48,15,0,3,1,61,79,89,22,24,21,80,71,38,89,5,90,2,13,47,76,15,46,64,13,21,27,24,71,72,51,99,96,23,47,75,8,98,25,76,56,45,30,18,70,29,45,22,3,91,19,78,64,36,14,99,6,91,13,46,98,72,36,38,46,5,57,7,67,17,99,42,40,26,45,21,0,86,29,56,20,55,26,61,55
5,81,87,81,58,8,70,69,41,44,97,88,34,8,82,89,59,31,50,85,29,52,4,66,16,95,25,7,89,89,15,48,86,17,21,30,76,22,36,7,53,91,35,22,27,86,67,61,58,81,19,69,55,84,5,44,1,66,92,25,53,35,90,62,30,94,92,77,91,90,36,78,9,55,53,38,36,41,3,27,33,99,94,60,20,17,21,76,22,14,8,43,17,97,3,10,97,2,3,66
58,67,35,55,53,46,66,49,37,34,22,47,88,50,34,77,40,53,72,16,59,92,98,72,63,86,18,82,24,50,35,77,42,82,88,0,7,32,83,33,7,37,80,57,62,0,92,45,90,51,51,78,50,87,69,29,7,44,39,56,84,24,27,0,37,92,46,75,57,76,35,79,19,81,25,71,25,3,49,38,55,87,39,8,15,0,18,99,97,16,84,9,58,97,75,33,26,63,29,68
74,10,53,70,35,78,52,52,80,16,80,70,23,74,50,21,92,82,88,86,94,45,89,58,72,25,96,26,23,29,88,46,35,65,50,15,43,59,52,72,27,28,95,26,10,62,43,35,1,8,13,98,39,2,48,25,12,12,18,34,29,77,15,11,36,9,18,80,80,92,39,54,91,53,54,36,92,14,23,98,67,87,74,43,65,61,54,69,66,8,8,43,68,50,67,11,82,69,47,19
28,32,40,33,91,59,26,16,37,53,77,62,64,96,25,67,30,73,95,52,38,44,30,91,42,29,98,22,27,99,62,22,86,14,79,78,46,4,49,36,24,29,63,23,92,20,54,58,84,10,18,15,83,52,64,74,19,66,51,42,32,44,76,36,18,0,89,95,51,17,89,60,31,74,62,7,97,60,34,81,47,54,24,8,92,66,29,86,20,76,20,63,88,8,24,98,56,2,57,68
59,53,80,27,27,66,79,30,6,90,17,47,25,60,94,97,26,62,48,33,30,15,85,22,47,74,28,92,22,88,75,50,97,76,71,57,33,4,38,9,28,57,4,94,86,68,75,70,21,90,44,96,74,83,44,50,36,49,75,5,92,59,77,60,39,97,94,49,92,62,48,13,18,88,49,47,96,67,15,98,74,44,62,88,71,21,35,27,85,52,20,38,60,50,36,83,27,21,38,72
39,93,19,36,47,30,88,57,69,97,22,15,29,24,12,89,12,31,53,86,90,47,41,71,57,64,17,28,63,1,82,35,49,25,7,31,79,30,98,84,55,38,78,55,78,29,43,99,38,82,78,29,17,9,17,34,6,79,98,46,33,59,38,43,28,73,54,32,34,98,67,97,68,11,2,92,66,29,13,24,25,87,9,69,79,17,4,53,54,59,51,60,64,14,12,31,58,76,99,80
95,65,70,94,69,86,91,95,23,1,86,28,26,41,83,50,29,49,70,74,20,27,74,22,62,37,9,61,35,37,82,61,80,15,39,31,31,30,79,44,24,95,38,48,98,52,64,85,44,10,34,45,75,34,1,49,78,97,42,88,37,77,55,21,81,72,50,12,15,57,40,92,29,7,87,53,75,67,74,35,62,40,43,87,4,2,8,79,24,7,12,78,91,82,57,65,45,66,8,29
8,66,39,43,47,6,21,0,44,79,41,89,16,71,97,99,70,97,14,44,43,65,67,50,51,82,60,40,74,80,10,84,52,74,46,28,88,52,84,26,98,14,79,76,33,23,73,75,71,22,54,99,14,66,79,93,50,23,68,92,63,43,16,30,96,59,16,87,53,51,48,27,74,79,60,25,5,57,53,93,82,54,78,37,28,76,19,7,2,23,9,94,87,95,18,1,35,63,54,79
31,34,73,13,65,66,25,86,6,71,50,2,47,94,80,57,80,23,89,84,45,43,47,4,5,5,24,46,22,24,76,5,34,84,85,22,31,22,77,93,47,29,6,35,87,68,3,65,1,18,82,46,53,48,23,22,19,39,61,22,94,60,56,96,65,84,46,99,92,30,2,26,43,43,53,80,93,24,48,6,97,26,21,71,74,15,28,29,94,96,98,93,30,71,91,98,8,19,34,34
